Gene name (systematic),L (in codon),alpha_phys,rho_phys (E)
YPL050C,396,0.19934,0.01721
YPL051W,199,0.15291,0.02038
YPL052W,293,0.09057,0.01412
YPL053C,447,0.12259,0.01728
YPL054W,302,0.24348,0.03410
YPL055C,333,0.10165,0.01512
YPL056C,102,0.26919,0.04749
YPL057C,383,0.11056,0.01565
YPL058C,1512,0.04957,0.00656
YPL059W,151,0.12961,0.01877
YPL060W,414,0.04304,0.00752
YPL061W,501,0.25421,0.02193
YPL062W,135,0.12008,0.02436
YPL063W,477,0.12450,0.01594
YPL064C,302,0.06412,0.00948
YPL065W,243,0.09689,0.01412
YPL066W,480,0.02433,0.00431
YPL067C,199,0.05248,0.01055
YPL068C,294,0.07439,0.01213
YPL069C,336,0.08502,0.01412
YPL070W,613,0.05329,0.00880
YPL071C,157,0.18331,0.02240
YPL072W,500,0.03994,0.00657
YPL073C,162,0.12591,0.02093
YPL074W,755,0.04062,0.00739
YPL075W,786,0.01398,0.00257
YPL076W,281,0.04332,0.00786
YPL077C,241,0.08788,0.01444
YPL078C,245,0.11639,0.01440
YPL079W,161,0.15171,0.01275
YPL080C,109,0.22462,0.03329
YPL081W,198,0.21980,0.02021
YPL082C,1868,0.01902,0.00311
YPL083C,468,0.04951,0.00911
YPL084W,845,0.08521,0.01343
YPL085W,2196,0.02048,0.00354
YPL086C,558,0.09718,0.01413
YPL087W,318,0.10235,0.01543
YPL088W,343,0.08168,0.01287
YPL089C,677,0.04873,0.00808
YPL090C,237,0.14817,0.01236
YPL091W,484,0.17678,0.01966
YPL092W,459,0.05019,0.00801
YPL093W,648,0.13763,0.01410
YPL094C,275,0.07733,0.01150
YPL095C,457,0.05999,0.00969
YPL096W,364,0.08574,0.01418
YPL097W,493,0.05776,0.01033
YPL098C,114,0.28631,0.03139
YPL099C,183,0.12533,0.02038
YPL100W,497,0.06111,0.01102
YPL101W,457,0.05134,0.00862
YPL102C,101,0.54045,0.04828
YPL103C,469,0.06867,0.01132
YPL104W,659,0.04886,0.00785
YPL105C,850,0.04301,0.00666
YPL106C,694,0.18292,0.01705
YPL107W,249,0.11873,0.01595
YPL108W,169,0.11362,0.02118
YPL109C,658,0.18867,0.03017
YPL110C,1224,0.02480,0.00430
YPL111W,334,0.16568,0.02231
YPL112C,395,0.09138,0.01391
YPL113C,397,0.09482,0.01543
YPL114W,140,0.23690,0.03650
YPL115C,1129,0.02745,0.00482
YPL116W,698,0.06241,0.00965
YPL117C,289,0.17550,0.02013
YPL118W,345,0.09515,0.01231
YPL119C,618,0.05617,0.00871
YPL120W,558,0.04691,0.00770
YPL121C,223,0.09505,0.01538
YPL122C,514,0.04939,0.00731
YPL123C,435,0.08035,0.01152
YPL124W,254,0.08059,0.01306
YPL125W,1033,0.02910,0.00464
YPL126W,897,0.08082,0.01116
YPL127C,259,0.14668,0.02061
YPL128C,563,0.07497,0.01218
YPL129W,245,0.14926,0.02160
YPL130W,224,0.14091,0.02247
YPL131W,298,0.24487,0.01889
YPL132W,301,0.07362,0.01073
YPL133C,447,0.04924,0.00825
YPL134C,311,0.10594,0.01760
YPL135W,166,0.18687,0.02137
YPL136W,123,0.38594,0.04450
YPL137C,1277,0.02168,0.00368
YPL138C,354,0.09790,0.01667
YPL139C,461,0.10150,0.01646
YPL140C,507,0.04266,0.00768
YPL141C,866,0.03170,0.00552
YPL142C,106,0.11787,0.01904
YPL143W,108,0.22519,0.01869
YPL145C,435,0.10950,0.01483
YPL146C,456,0.09091,0.01274
YPL147W,871,0.02231,0.00382
YPL148C,174,0.13807,0.01920
YPL149W,295,0.04090,0.00684
YPL150W,902,0.06502,0.01069
YPL151C,452,0.05316,0.00954
YPL152W,359,0.08125,0.01425
YPL153C,822,0.03385,0.00592
YPL154C,406,0.16447,0.01795
YPL155C,707,0.04537,0.00817
YPL156C,285,0.08555,0.01287
YPL157W,316,0.07017,0.01172
YPL158C,759,0.04003,0.00619
YPL159C,254,0.08939,0.01627
YPL160W,1091,0.10566,0.01301
YPL161C,634,0.04318,0.00772
YPL162C,274,0.07298,0.01314
YPL163C,261,0.14956,0.02004
YPL164C,716,0.03720,0.00623
YPL165C,374,0.03277,0.00553
YPL166W,214,0.06151,0.01049
YPL167C,1505,0.06618,0.01031
YPL168W,431,0.05433,0.00896
YPL169C,600,0.08503,0.01405
YPL171C,401,0.06340,0.01001
YPL172C,463,0.05393,0.00906
YPL173W,298,0.12010,0.01774
YPL174C,869,0.02016,0.00356
YPL175W,453,0.06680,0.01168
YPL176C,784,0.03510,0.00643
YPL177C,307,0.06969,0.01246
YPL178W,209,0.11014,0.01620
YPL179W,550,0.02581,0.00413
YPL180W,800,0.03850,0.00653
YPL181W,507,0.05862,0.00971
YPL182C,128,0.16812,0.02889
YPL183C,1014,0.07296,0.01187
YPL184C,613,0.06076,0.00897
YPL185W,132,0.21214,0.02969
YPL186C,305,0.26110,0.03458
YPL187W,166,0.18944,0.01992
YPL188W,415,0.09272,0.01473
YPL189W,610,0.04822,0.00791
YPL190C,803,0.09200,0.01331
YPL191C,361,0.09056,0.01365
YPL192C,134,0.12887,0.02144
YPL193W,382,0.05159,0.00871
YPL194W,613,0.10987,0.01750
YPL195W,933,0.04744,0.00722
YPL196W,274,0.08662,0.01488
YPL198W,245,0.29152,0.02117
YPL199C,241,0.09917,0.01461
YPL200W,157,0.13236,0.02178
YPL201C,462,0.04895,0.00849
YPL202C,417,0.06657,0.01097
YPL203W,381,0.07141,0.01150
YPL204W,495,0.09678,0.01458
YPL205C,115,0.38589,0.04973
YPL206C,322,0.10178,0.01708
YPL207W,811,0.07628,0.01213
YPL208W,584,0.05329,0.00911
YPL209C,368,0.06299,0.01087
YPL210C,641,0.08199,0.01281
YPL211W,182,0.11866,0.01543
YPL212C,545,0.09808,0.01265
YPL213W,239,0.10239,0.01782
YPL214C,541,0.06591,0.01038
YPL215W,336,0.10785,0.01691
YPL216W,1103,0.05161,0.00878
YPL217C,1184,0.08284,0.01066
YPL218W,191,0.13747,0.01546
YPL219W,493,0.05924,0.01036
YPL220W,218,0.10927,0.00958
YPL221W,794,0.06165,0.00904
YPL222W,689,0.03769,0.00673
YPL223C,169,0.14817,0.02108
YPL224C,450,0.04626,0.00831
YPL225W,147,0.24038,0.02760
YPL226W,1197,0.07904,0.01008
YPL227C,335,0.08381,0.01159
YPL228W,550,0.08421,0.01231
YPL229W,207,0.13425,0.02424
YPL230W,392,0.07168,0.01271
YPL231W,1888,0.04360,0.00495
YPL232W,291,0.08814,0.01337
YPL233W,217,0.07506,0.01271
YPL234C,165,0.08783,0.01223
YPL235W,472,0.13156,0.01688
YPL236C,365,0.07603,0.01373
YPL237W,286,0.09713,0.01205
YPL238C,130,0.22651,0.02872
YPL239W,201,0.14153,0.02059
YPL240C,710,0.17326,0.01622
YPL241C,269,0.09728,0.01526
YPL242C,1496,0.02078,0.00355
YPL243W,600,0.09525,0.01424
YPL244C,340,0.06158,0.01019
YPL245W,455,0.06645,0.01014
YPL246C,263,0.09405,0.01409
YPL247C,524,0.05399,0.00982
YPL248C,882,0.01608,0.00295
YPL249C,895,0.03921,0.00658
YPL250C,137,0.15457,0.02420
YPL251W,101,0.44832,0.03828
YPL252C,173,0.08334,0.01373
YPL253C,648,0.04925,0.00823
YPL254W,489,0.05541,0.00899
YPL255W,386,0.04597,0.00871
YPL256C,546,0.09575,0.01458
YPL257W,194,0.06165,0.01055
YPL258C,552,0.02378,0.00387
YPL259C,476,0.07313,0.01126
YPL260W,552,0.10699,0.01565
YPL261C,103,0.48489,0.05697
YPL262W,489,0.13278,0.01701
YPL263C,652,0.07231,0.01102
YPL264C,354,0.10970,0.01811
YPL265W,609,0.16304,0.02102
YPL266W,319,0.10485,0.01578
YPL267W,210,0.11580,0.01871
YPL268W,870,0.02164,0.00370
YPL269W,645,0.02467,0.00420
YPL270W,774,0.04228,0.00772
YPL271W,63,0.87408,0.06405
YPL272C,518,0.04839,0.00772
YPL273W,326,0.14481,0.01665
YPL274W,588,0.08852,0.01328
YPL277C,488,0.05932,0.01087
YPL278C,101,0.36935,0.04247
YPL279C,376,0.03681,0.00591
YPL280W,238,0.05753,0.00863
YPL281C,438,0.08418,0.01281
YPL282C,165,0.13000,0.01377
YPL283C,1860,0.00899,0.00170
YPR001W,487,0.04739,0.00791
YPR002W,517,0.06151,0.01035
YPR003C,755,0.03869,0.00698
YPR004C,345,0.06946,0.01176
YPR005C,295,0.08187,0.01421
YPR006C,576,0.10955,0.01728
YPR007C,681,0.11050,0.01544
YPR008W,695,0.04690,0.00763
YPR009W,269,0.04022,0.00750
YPR010C,1204,0.06868,0.00977
YPR011C,327,0.08850,0.01380
YPR013C,318,0.10704,0.01697
YPR014C,110,0.17565,0.03319
YPR015C,248,0.27885,0.04321
YPR016C,246,0.15943,0.01795
YPR017C,144,0.09708,0.01402
YPR018W,607,0.11958,0.01653
YPR019W,934,0.06336,0.01012
YPR020W,116,0.12544,0.02056
YPR021C,903,0.02754,0.00447
YPR022C,1134,0.01969,0.00361
YPR023C,402,0.05880,0.01055
YPR024W,748,0.08455,0.01088
YPR025C,394,0.07555,0.01190
YPR026W,1212,0.05872,0.00912
YPR027C,278,0.04047,0.00726
YPR028W,181,0.19658,0.02338
YPR029C,833,0.04716,0.00779
YPR030W,1122,0.02771,0.00495
YPR031W,749,0.03092,0.00504
YPR032W,1034,0.09612,0.01517
YPR033C,547,0.14596,0.01491
YPR034W,478,0.08072,0.01261
YPR035W,371,0.24744,0.02309
YPR036W,479,0.08078,0.01272
YPR037C,197,0.10400,0.01644
YPR038W,120,0.12174,0.02636
YPR039W,112,0.17818,0.03313
YPR040W,357,0.10230,0.01710
YPR041W,406,0.15602,0.01841
YPR043W,93,0.25229,0.02170
YPR044C,118,0.08242,0.01711
YPR045C,471,0.07562,0.01172
YPR046W,182,0.11363,0.02004
YPR047W,470,0.06173,0.00980
YPR048W,624,0.06463,0.01007
YPR049C,1179,0.02543,0.00438
YPR050C,138,0.16608,0.02510
YPR051W,177,0.09321,0.01606
YPR053C,152,0.06618,0.01328
YPR054W,389,0.02743,0.00519
YPR055W,1066,0.09956,0.01503
YPR056W,339,0.07262,0.01207
YPR057W,342,0.07330,0.01358
YPR058W,308,0.07858,0.01220
YPR059C,129,0.18328,0.02440
YPR060C,257,0.12792,0.01826
YPR061C,302,0.09082,0.01387
YPR062W,159,0.10572,0.01485
YPR063C,141,0.16208,0.02174
YPR064W,140,0.14935,0.02770
YPR065W,369,0.08058,0.01424
YPR066W,300,0.06222,0.01146
YPR067W,186,0.10752,0.01666
YPR068C,471,0.06124,0.01028
YPR069C,294,0.17293,0.01996
YPR070W,567,0.06020,0.00984
YPR071W,212,0.06443,0.01062
YPR072W,561,0.06310,0.00991
YPR073C,162,0.18426,0.02103
YPR074C,681,0.15278,0.01563
YPR075C,361,0.10103,0.01532
YPR076W,125,0.20227,0.03491
YPR078C,373,0.08585,0.01377
YPR079W,382,0.10191,0.01586
YPR080W,459,0.18654,0.01444
YPR081C,619,0.06107,0.01023
YPR082C,144,0.22354,0.02938
YPR083W,580,0.06885,0.01163
YPR084W,457,0.04742,0.00761
YPR085C,444,0.03079,0.00560
YPR086W,346,0.08039,0.01224
YPR087W,107,0.39452,0.06023
YPR088C,542,0.09099,0.01260
YPR089W,889,0.35170,0.04272
YPR091C,771,0.05556,0.00868
YPR092W,102,0.39947,0.05635
YPR093C,289,0.05840,0.01037
YPR095C,1227,0.02191,0.00398
YPR096C,101,0.32911,0.05417
YPR097W,1074,0.03077,0.00511
YPR098C,162,0.32685,0.03911
YPR100W,141,0.51341,0.07264
YPR101W,176,0.11693,0.01910
YPR102C,175,0.23703,0.01759
YPR103W,288,0.13349,0.01757
YPR104C,937,0.03155,0.00568
YPR105C,862,0.02947,0.00524
YPR106W,444,0.06896,0.01238
YPR107C,209,0.11378,0.01813
YPR108W,430,0.13335,0.01716
YPR109W,295,0.03612,0.00684
YPR110C,336,0.13244,0.01682
YPR111W,565,0.06883,0.01130
YPR112C,888,0.05600,0.00838
YPR113W,221,0.08900,0.01306
YPR114W,316,0.10329,0.01370
YPR115W,1084,0.02310,0.00407
YPR116W,278,0.08902,0.01459
YPR117W,2490,0.02378,0.00429
YPR118W,412,0.05830,0.00937
YPR119W,492,0.06049,0.01024
YPR120C,436,0.06270,0.01004
YPR121W,573,0.02262,0.00352
YPR122W,1209,0.00840,0.00167
YPR123C,145,0.25363,0.04028
YPR124W,407,0.12307,0.01991
YPR125W,455,0.08044,0.01279
YPR126C,103,0.32007,0.05298
YPR127W,346,0.04300,0.00632
YPR128C,329,0.20230,0.03003
YPR129W,350,0.10763,0.01387
YPR130C,136,0.40672,0.03713
YPR131C,196,0.08334,0.01306
YPR132W,146,0.19040,0.01550
YPR133C,411,0.09421,0.01397
YPR134W,269,0.36844,0.03962
YPR135W,928,0.04005,0.00621
YPR136C,171,0.28865,0.04498
YPR137W,574,0.11581,0.01697
YPR138C,490,0.02650,0.00412
YPR139C,301,0.09898,0.01640
YPR140W,382,0.08038,0.01283
YPR141C,730,0.05056,0.00812
YPR142C,188,0.12251,0.02337
YPR143W,251,0.14341,0.01821
YPR144C,553,0.13933,0.01920
YPR145W,573,0.14403,0.01493
YPR146C,110,0.23276,0.03644
YPR147C,305,0.08168,0.01304
YPR148C,436,0.09990,0.01372
YPR149W,174,0.21733,0.02267
YPR150W,174,0.75503,0.06116
YPR151C,207,0.11644,0.01833
YPR152C,466,0.07433,0.01253
YPR153W,141,0.08843,0.01395
YPR154W,216,0.10872,0.01696
YPR155C,617,0.05340,0.00904
YPR156C,623,0.14219,0.01657
YPR157W,468,0.04665,0.00739
YPR158W,253,0.33341,0.03745
YPR159W,721,0.10420,0.01436
YPR160W,903,0.05984,0.00833
YPR161C,658,0.06223,0.01016
YPR162C,530,0.05982,0.01051
YPR163C,437,0.18171,0.01834
YPR164W,1408,0.02700,0.00470
YPR165W,210,0.11038,0.01479
YPR167C,262,0.13245,0.02063
YPR168W,158,0.19985,0.02457
YPR169W,493,0.06598,0.01012
YPR170C,112,0.09695,0.01802
YPR171W,577,0.06050,0.00977
YPR172W,201,0.11962,0.01635
YPR173C,438,0.06301,0.00936
YPR174C,222,0.11276,0.01854
YPR175W,690,0.04964,0.00797
YPR176C,326,0.11758,0.01584
YPR177C,124,0.55968,0.07111
YPR178W,466,0.06038,0.01055
YPR179C,656,0.05452,0.00847
YPR180W,348,0.09911,0.01470
YPR181C,769,0.08578,0.01244
YPR182W,87,0.31000,0.04402
YPR183W,268,0.13366,0.02289
YPR184W,1537,0.01194,0.00201
YPR185W,739,0.02338,0.00437
YPR186C,430,0.13083,0.02203
YPR187W,156,0.13174,0.01615
YPR188C,164,0.10081,0.01574
YPR189W,1433,0.04335,0.00702
YPR190C,655,0.05825,0.00880
YPR191W,369,0.11346,0.01544
YPR192W,306,0.07442,0.01047
YPR193C,157,1.15283,0.06830
YPR194C,878,0.08044,0.01214
YPR196W,471,0.03628,0.00671
YPR197C,188,0.24132,0.03275
YPR198W,544,0.05128,0.00920
YPR199C,295,0.03714,0.00744
YPR201W,405,0.15694,0.02466
YPR202W,239,0.04659,0.00845
YPR203W,103,0.11408,0.02025
YPR204W,1033,0.01023,0.00195
